Sentence #,Word,Tag
46,මෑතක,OTHER
46,දී,OTHER
46,ඉන්වික්ටස්,OTHER
46,ගේම්ස්,OTHER
46,වැනි,OTHER
46,ඉසව්වල,OTHER
46,දී,OTHER
46,සහ,OTHER
46,මෙගන්,PERSON
46,සමග,OTHER
46,විදේශ,OTHER
46,සංචාරවල,OTHER
46,යෙදෙද්දී,OTHER
46,හැරී,PERSON
46,නිතර,OTHER
46,අඳුරු,OTHER
46,පැහැ,OTHER
46,ගෙල,OTHER
46,පළඳනාවක්,OTHER
46,පැළඳ,OTHER
46,සිටිබව,OTHER
46,ඡායාරූපවලින්,OTHER
46,පෙනෙයි.,OTHER
47,මේ,OTHER
47,හෙළිදරව්,OTHER
47,කිරීම්,OTHER
47,මඟින්,OTHER
47,රාජාණ්ඩුව,OTHER
47,කේන්ද්‍රයේ,OTHER
47,ඇතිව,OTHER
47,"තිබෙන,",OTHER
47,සංහිඳියාවේ,OTHER
47,කිසිදු,OTHER
47,සලකුණක්,OTHER
47,නැති,OTHER
47,පවුල්,OTHER
47,ගැටුමක,OTHER
47,අඳුරු,OTHER
47,හැඟීමක්,OTHER
47,ඇති,OTHER
47,කර,OTHER
47,තිබේ.,OTHER
48,මෙය,OTHER
48,සංහිඳියාවට,OTHER
48,වඩා,OTHER
48,දරුණු,OTHER
48,දික්කසාදයක්,OTHER
48,ඇති,OTHER
48,කළ,OTHER
48,හැකි,OTHER
48,භූමියකි.,OTHER
49,මෙම,OTHER
49,මතක,OTHER
49,සටහනේම,OTHER
49,වෙනත්,OTHER
49,තැනක,OTHER
49,"දී,",OTHER
49,2005,OTHER
49,වසරේ,OTHER
49,විකට,OTHER
49,ඇඳුම්,OTHER
49,සාදයකට,OTHER
49,පෙර,OTHER
49,ඔහුගේ,OTHER
49,සොහොයුරා,OTHER
49,නාසි,OTHER
49,ඇඳුමකින්,OTHER
49,සැරසී,OTHER
49,සිටිනු,OTHER
49,දුටු,OTHER
49,විලියම්,PERSON
49,"""කොක්",OTHER
49,හඬලා,OTHER
49,"සිනාසුනු""",OTHER
49,වග,OTHER
49,සඳහන්බව,OTHER
49,නිව්,OTHER
49,යෝර්ක්,OTHER
49,පෝස්ට්,OTHER
49,වාර්තා,OTHER
49,කොට,OTHER
49,තිබේ.,OTHER
50,හැරී,PERSON
50,එම,OTHER
50,ඇඳුමෙන්,OTHER
50,සැරසී,OTHER
50,සිටින,OTHER
50,පින්තූරයක්,OTHER
50,එක්සත්,OTHER
50,රාජධානියේ,OTHER
50,පුවත්පත්වල,OTHER
50,ප්‍රකාශයට,OTHER
50,පත්කරන,OTHER
50,විට,OTHER
50,ඔහුගේ,OTHER
50,වයස,OTHER
50,අවුරුදු,OTHER
50,20කි.,OTHER
51,නිව්,OTHER
51,යෝර්ක්,OTHER
51,පෝස්ට්,OTHER
51,වාර්තා,OTHER
51,කරන,OTHER
51,"පරිදි,",OTHER
51,හැරී,PERSON
51,විලියම්ගෙන්,PERSON
51,සහ,OTHER
51,ඔහුගේ,OTHER
51,අනාගත,OTHER
51,බිරිඳ,OTHER
51,"කැතරින්ගෙන්,",OTHER
51,ඔහු,OTHER
51,එම,OTHER
51,ඇඳුම,OTHER
51,ඇඳිය,OTHER
51,යුතු,OTHER
51,"ද,",OTHER
51,නැතහොත්,OTHER
51,ගුවන්,OTHER
51,නියමුවෙකු,OTHER
51,ලෙස,OTHER
51,සැරසිය,OTHER
51,යුතුදැ,OTHER
51,යි,OTHER
51,විමසා,OTHER
51,ඇති,OTHER
51,"අතර,",OTHER
51,යුවළ,OTHER
51,සිනාසෙමින්,OTHER
51,නාසි,OTHER
51,නිල,OTHER
51,ඇඳුම,OTHER
51,අඳින්නැ',OTHER
51,යි,OTHER
51,පවසා,OTHER
51,තිබේ.,OTHER
52,හැරීගේ,PERSON
52,කෘතිය,OTHER
52,පිළිබඳ,OTHER
52,වාර්තාව,OTHER
52,ලියූ,OTHER
52,ගාඩියන්හි,ORGANIZATION
52,එක්සත්,OTHER
52,ජනපද,OTHER
52,වෙබ්,OTHER
52,අඩවියේ,OTHER
52,මාධ්‍යවේදියෙකු,OTHER
52,වන,OTHER
52,මාටින්,OTHER
52,පෙන්ගෙලි,OTHER
52,"පවසන්නේ,",OTHER
52,කෙසේ,OTHER
52,වෙතත්,OTHER
52,තමා,OTHER
52,විලියම්ගේ,PERSON
52,සන්නිවේදන,OTHER
52,කණ්ඩායමෙන්,OTHER
52,මේ,OTHER
52,සම්බන්ධයෙන්,OTHER
52,කිසිදු,OTHER
52,විමසීමක්,OTHER
52,නොකළ,OTHER
52,බවයි.,OTHER
53,තම,OTHER
53,ලිපිය,OTHER
53,"""හැරී",OTHER
53,විසින්,OTHER
53,"ලියැවුණු,",OTHER
53,ඔහුගේ,OTHER
53,ග්‍රන්ථය,OTHER
53,පිළිබඳ,OTHER
53,වාර්තාවක්,OTHER
53,-,OTHER
53,එය,OTHER
53,හැරීගේ,PERSON
53,ප්‍රකාශයක්,OTHER
53,"""",OTHER
53,බව,OTHER
53,එම,OTHER
53,වාර්තාකරු,OTHER
53,පවසා,OTHER
53,තිබේ.,OTHER
54,පෙන්ගෙලි,PERSON
54,BBC,OTHER
54,රේඩියෝ,OTHER
54,5,OTHER
54,සජීව,OTHER
54,විකාශයේ,OTHER
54,සම්බන්ධ,OTHER
54,වෙමින්,OTHER
54,කියා,OTHER
54,සිටියේ,OTHER
54,"""අපි",OTHER
54,එය,OTHER
54,වාර්තා,OTHER
54,කිරීමේ,OTHER
54,දී,OTHER
54,"ප්‍රවේශමෙන්,",OTHER
54,"පැහැදිලිවම,",OTHER
54,එය,OTHER
54,'සටනක්',OTHER
54,ලෙස,OTHER
54,වාර්තා,OTHER
54,කිරීමෙන්,OTHER
54,වැළකුණා.,OTHER
54,මොකද,OTHER
54,මේ,OTHER
54,සම්බන්ධයෙන්,OTHER
54,තමා,OTHER
54,ආපිට,OTHER
54,සටන්,OTHER
54,කළේ,OTHER
54,නැතිබව,OTHER
54,හැරී,PERSON
54,කියන,OTHER
54,"නිසා.""",OTHER
55,පෙන්ගුයින්,OTHER
55,රැන්ඩම්,OTHER
55,හවුස්හි,OTHER
55,ප්‍රකාශකයින්,OTHER
55,මෙම,OTHER
55,කෘතියෙන්,OTHER
55,'ලීක්වූ',OTHER
55,උපුටන,OTHER
55,සත්‍යදැ,OTHER
55,යි,OTHER
55,තවමත්,OTHER
55,තහවුරුකර,OTHER
55,නැති,OTHER
55,"නමුත්,",OTHER
55,මෑතක,OTHER
55,"දී,",OTHER
55,තම,OTHER
55,සොයුරා,OTHER
55,සමග,OTHER
55,ඇතිව,OTHER
55,තිබු,OTHER
55,අයහපත්,OTHER
55,සබඳතාව,OTHER
55,ගැන,OTHER
55,හැරී,PERSON
55,අදහස්,OTHER
55,දක්වා,OTHER
55,තිබේ.,OTHER
56,තම,OTHER
56,මතක,OTHER
56,සටහනේ,OTHER
56,දී,OTHER
56,විලියම්,PERSON
56,තම,OTHER
56,"""ආදරණීය",OTHER
56,සහෝදරයා,OTHER
56,සහ,OTHER
56,පරම,OTHER
56,"සතුරා""",OTHER
56,ලෙස,OTHER
56,හඳුන්වන,OTHER
56,"වග,",OTHER
56,හැරී,PERSON
56,ගුඩ්,OTHER
56,මෝනිං,OTHER
56,ඇමරිකා,OTHER
56,සමග,OTHER
56,පැවැති,OTHER
56,සම්මුඛ,OTHER
56,සාකච්ඡාවක,OTHER
56,දී,OTHER
56,පැවසීය.,OTHER
57,එම,OTHER
57,සම්මුඛ,OTHER
57,සාකච්ඡාවේ,OTHER
57,දී,OTHER
57,හැරී,PERSON
57,කියා,OTHER
57,සිටියේ,OTHER
57,ඔවුන්,OTHER
57,දෙදෙනා,OTHER
57,අතර,OTHER
57,"""සැමවිටම",OTHER
57,මෙම,OTHER
57,"තරගය""",OTHER
57,"පැවතිබවත්,",OTHER
57,එය,OTHER
57,තම,OTHER
57,පොතේ,OTHER
57,මාතෘකාවට,OTHER
57,පදනම,OTHER
57,වූ,OTHER
57,"""උරුමකාරයා/අමතරයා""",OTHER
57,(heir/spare),OTHER
57,යන,OTHER
57,ඝට්ටනයට,OTHER
57,හේතුවූබවත්,OTHER
57,ය.,OTHER
58,"""උරුමක්කාරයා",OTHER
58,සහ,OTHER
58,"අමතරයා""",OTHER
58,යන,OTHER
58,සංකල්පය,OTHER
58,රාජකීය,OTHER
58,කවයන්,OTHER
58,තුළ,OTHER
58,සියවස්,OTHER
58,ගණනාවකට,OTHER
58,පෙර,OTHER
58,සිට,OTHER
58,පැවත,OTHER
58,එන,OTHER
58,"අතර,",OTHER
58,රාජකීය,OTHER
58,පරපුරේ,OTHER
58,අඛණ්ඩ,OTHER
58,පැවැත්මට,OTHER
58,පිළිබඳඑය,OTHER
58,සඳහනකි:,OTHER
58,පළමු,OTHER
58,පුත්‍රයා,OTHER
58,සහ,OTHER
58,උරුමකරුවා,OTHER
58,යනු,OTHER
58,සිංහාසනය,OTHER
58,උරුමකර,OTHER
58,ගන්නා,OTHER
58,තැනැත්තා,OTHER
58,වන,OTHER
58,"අතර,",OTHER
58,දෙවන,OTHER
58,පුත්‍රයා,OTHER
58,පළමුවැන්නාට,OTHER
58,යමක්,OTHER
58,සිදුවුවහොත්,OTHER
58,[යොදාගත,OTHER
58,හැකි],OTHER
58,අමතරයෙකි.,OTHER
59,හැරී,PERSON
59,සහ,OTHER
59,මෙගන්ගේ,PERSON
59,'නෙට්ෆ්ලික්ස්',OTHER
59,වාර්තා,OTHER
59,චිත්‍රපටයේ,OTHER
59,"දී,",OTHER
59,හැරී,PERSON
59,තම,OTHER
59,සහෝදරයා,OTHER
59,සහ,OTHER
59,පියා,OTHER
59,(වත්මන්,OTHER
59,රජු),OTHER
59,සහ,OTHER
59,ඔහුගේ,OTHER
59,මිත්තණිය,OTHER
59,වූ,OTHER
59,දිවංගත,OTHER
59,රැජින,OTHER
59,සමග,OTHER
59,තමන්,OTHER
59,සහභාගීවූ,OTHER
59,රැස්වීමක්,OTHER
59,විස්තර,OTHER
59,කර,OTHER
59,තිබුණි.,OTHER
60,2020,OTHER
60,වසරේ,OTHER
60,මුල්භාගයේ,OTHER
60,පැවති,OTHER
60,එම,OTHER
60,හමුව,OTHER
60,විස්තර,OTHER
60,කරමින්,OTHER
60,ඔහු,OTHER
60,කියා,OTHER
60,සිටියේ,OTHER
60,"""මගේ",OTHER
60,සහෝදරයා,OTHER
60,මට,OTHER
60,කෑගහන,OTHER
60,"එකත්,",OTHER
60,මගේ,OTHER
60,පියා,OTHER
60,නිරන්තරයෙන්,OTHER
60,බොරු,OTHER
60,කියන,OTHER
60,කියන,OTHER
60,එකත්,OTHER
60,",",OTHER
60,අත්තම්මා,OTHER
60,නිහඬව,OTHER
60,එහි,OTHER
60,වාඩිවී,OTHER
60,ඒ,OTHER
60,සියල්ල,OTHER
60,නිහඬව,OTHER
60,බලා,OTHER
60,ඉදීමත්,OTHER
60,හරිම,OTHER
60,"භයානකයි"".",OTHER
61,2021,OTHER
61,අප්‍රේල්,OTHER
61,මාසයේ,OTHER
61,"දී,",OTHER
61,ඔහුගේ,OTHER
61,සීයා,OTHER
61,වන,OTHER
61,පිලිප්,PERSON
61,කුමරුගේ,OTHER
61,අවමංගල,OTHER
61,උත්සවයෙන්,OTHER
61,පසු,OTHER
61,එවකට,OTHER
61,වේල්ස්,ORGANIZATION
61,කුමරු,OTHER
61,සහ,OTHER
61,විලියම්,PERSON
61,සමග,OTHER
61,පැවති,OTHER
61,හමුවක්,OTHER
61,ගැන,OTHER
61,ද,OTHER
61,මෙහිදී,OTHER
61,හැරී,PERSON
61,විස්තර,OTHER
61,කරන,OTHER
61,වග,OTHER
61,ගාඩියන්,ORGANIZATION
61,සඳහන්,OTHER
61,කරයි.,OTHER
62,මෙම,OTHER
62,'ලීක්,OTHER
62,එක',OTHER
62,නිවැරදි,OTHER
62,"නම්,",OTHER
62,ඇතැම්,OTHER
62,විට,OTHER
62,එහි,OTHER
62,වඩාත්ම,OTHER
62,සිත්,OTHER
62,ඇදගන්නා,OTHER
62,රූපය,OTHER
62,"වනුයේ,",OTHER
62,මේ,OTHER
62,දෙසොයුරන්,OTHER
62,අතරට,OTHER
62,මැදිවූ,OTHER
62,චාල්ස්,PERSON
62,රජු,OTHER
62,තම,OTHER
62,ජීවිතය,OTHER
62,"""කාලකන්නි""",OTHER
62,නොකරන,OTHER
62,ලෙස,OTHER
62,සටන්,OTHER
62,වදින,OTHER
62,පුතුන්ගෙන්,OTHER
62,ඉල්ලා,OTHER
62,සිටීම,OTHER
62,යි.,OTHER
63,මතක,OTHER
63,සටහන්,OTHER
63,කෘති,OTHER
63,රචකයෙකු,OTHER
63,වන,OTHER
63,ජේ.,OTHER
63,ආර්.,OTHER
63,මෝරින්ගර්,OTHER
63,විසින්,OTHER
63,හැරී,PERSON
63,වෙනුවෙන්,OTHER
63,රචනා,OTHER
63,කරන,OTHER
63,"ලද,",OTHER
63,ඩොලර්,OTHER
63,මිලියන,OTHER
63,ගණනක,OTHER
63,පොත්,OTHER
63,ගනුදෙනුවක,OTHER
63,කොටසක්,OTHER
63,වන,OTHER
63,"ස්පෙයා,",OTHER
63,එහි,OTHER
63,අන්තර්ගතය,OTHER
63,පිළිබඳ,OTHER
63,තොරතුරු,OTHER
63,කුඩා,OTHER
63,ප්‍රමාණයක්,OTHER
63,පමණක්,OTHER
63,ප්‍රසිද්ධ,OTHER
63,වූ,OTHER
63,අතිශය,OTHER
63,රහසිගත,OTHER
63,එකක්,OTHER
63,බව',OTHER
63,මීට,OTHER
63,පෙර,OTHER
63,විශ්වාස,OTHER
63,කෙරිණි.,OTHER
64,පෙන්ගුයින්,OTHER
64,රැන්ඩම්,OTHER
64,හවුස්,OTHER
64,ප්‍රකාශයයෙකු,OTHER
64,ඔක්තෝම්බර්,DATE
64,මාසයේ,OTHER
64,දී,OTHER
64,පුර්ව,OTHER
64,ප්‍රචාරකදී,OTHER
64,කියා,OTHER
64,සිටියේ,OTHER
64,"""හැරීට,",OTHER
64,අවසානයේ,OTHER
64,මේ,OTHER
64,ඔහුගේ,OTHER
64,කතාව,OTHER
64,"යි,""",OTHER
64,යනුවෙන්,OTHER
64,කිව,OTHER
64,හැකි,OTHER
64,බවයි.,OTHER
65,සසෙක්ස්,LOCATION
65,ආදිපාද,OTHER
65,යුවළගේ,OTHER
65,ආච්වෙල්,OTHER
65,සමාගම,OTHER
65,තවමත්,OTHER
65,ග්‍රන්ථය,OTHER
65,පිළිබඳ,OTHER
65,ඉදිරිපත්ව,OTHER
65,ඇති,OTHER
65,මෙම,OTHER
65,ප්‍රවෘත්තින්,OTHER
65,සඳහා,OTHER
65,අදහස්,OTHER
65,දක්වා,OTHER
65,නැත.,OTHER
66,කෘතිය,OTHER
66,නිකුත්,OTHER
66,කිරීමට,OTHER
66,පළමුව,OTHER
66,",",OTHER
66,ජනවාරි,OTHER
66,8,OTHER
66,වන,OTHER
66,දා,OTHER
66,විකාශයවීමට,OTHER
66,නියමිත,OTHER
66,සම්මුඛ,OTHER
66,සාකච්ඡාවක,OTHER
66,පුර්ව,OTHER
66,ප්‍රචාරක,OTHER
66,විඩියෝවක,OTHER
66,දී,OTHER
66,හැරී,PERSON
66,මෙසේ,OTHER
66,පවසා,OTHER
66,තිබේ:,OTHER
66,"""මම",OTHER
66,මගේ,OTHER
66,තාත්තා,OTHER
66,නැවත,OTHER
66,[මා,OTHER
66,වෙත],OTHER
66,ලබාගන්න,OTHER
66,"කැමතියි,",OTHER
66,මම,OTHER
66,මගේ,OTHER
66,සහෝදරයා,OTHER
66,නැවත,OTHER
66,ලබාගන්න,OTHER
66,"කැමතියි"".",OTHER
67,කෙසේ,OTHER
67,"නමුත්,",OTHER
67,"""එයාලා",OTHER
67,කිසිසේත්ම,OTHER
67,සංහිඳියාවට,OTHER
67,කැමැත්තක්,OTHER
67,නෑ,OTHER
67,"""යනුවෙන්",OTHER
67,හැරී,OTHER
67,ITVහි,OTHER
67,ටොම්,OTHER
67,බ්‍රැඩ්බිට,OTHER
67,පැවසූ,OTHER
67,"නමුත්,",OTHER
67,ඔහු,OTHER
67,සඳහන්,OTHER
67,කරන්නේ,OTHER
67,කවුරුන්,OTHER
67,ගැනදැ,OTHER
67,යි,OTHER
67,නිශ්චිත,OTHER
67,නැත.,OTHER
68,මේ,OTHER
68,සිදුවීම්,OTHER
68,සම්බන්ධයෙන්,OTHER
68,අදහස්,OTHER
68,දැක්වීම,OTHER
68,බකිංහැම්,OTHER
68,මාළිගාව,OTHER
68,විසින්,OTHER
68,ප්‍රතික්ෂේප,OTHER
68,කරන,OTHER
68,ලදී.,OTHER
69,අන්තර්,OTHER
69,විශ්වවිද්‍යාලයීය,OTHER
69,ශිෂ්‍ය,OTHER
69,බල,OTHER
69,මණ්ඩලයේ,OTHER
69,කැඳවුම්කරු,OTHER
69,වසන්ත,OTHER
69,මුදලිගේ,OTHER
69,අද,DATE
69,(ජනවාරි,OTHER
69,05,OTHER
69,වැනිදා),OTHER
69,යළි,OTHER
69,රක්ෂිත,OTHER
69,බන්ධනාගාරගත,OTHER
69,කෙරිණ.,OTHER
70,"ඒ,",OTHER
70,එළඹෙන,OTHER
70,ජනවාරි,OTHER
70,13,OTHER
70,වැනිදා,OTHER
70,දක්වායි.,OTHER
70,බන්ධනාගාර,OTHER
70,නිලධාරීන්,OTHER
70,විසින්,OTHER
70,අද,DATE
70,පෙරවරුවේ,TIME
70,වසන්ත,OTHER
70,මුදලිගේ,OTHER
70,කොළඹ,OTHER
70,කොටුව,OTHER
70,මහේස්ත්‍රාත්,OTHER
70,තිළිණ,OTHER
70,ගමගේ,OTHER
70,හමුවට,OTHER
70,ඉදිරිපත්,OTHER
70,කරන,OTHER
70,ලදි.,OTHER
71,ත්‍රස්තවාදය,OTHER
71,වැළැක්වීමේ,OTHER
71,පනත,OTHER
71,ප්‍රකාරව,OTHER
71,අත්අඩංගුවට,OTHER
71,ගෙන,OTHER
71,රැඳවුම්,OTHER
71,නියෝග,OTHER
71,මත,OTHER
71,රඳවාගෙන,OTHER
71,සිටීමෙන්,OTHER
71,පසු,OTHER
71,වසන්ත,OTHER
71,මුදලිගේ,OTHER
71,රක්ෂිත,OTHER
71,බන්ධනාගාර,OTHER
71,ගත,OTHER
71,කෙරිණි.,OTHER
72,පසුගිය,OTHER
72,වසරේ,OTHER
72,මැයි,DATE
72,මාසයේ,OTHER
72,කොටුව,OTHER
72,බැංකු,OTHER
72,මාවතේ,OTHER
72,පැවති,OTHER
72,උද්ඝෝෂණයකිදී,OTHER
72,රාජකාරියේ,OTHER
72,යෙදී,OTHER
72,සිටි,OTHER
72,පොලිස්,OTHER
72,නිලධාරීන්ගේ,OTHER
72,රාජකාරියට,OTHER
72,බාධා,OTHER
72,කිරීම,OTHER
72,හා,OTHER
72,ඔවුන්ට,OTHER
72,අයුතු,OTHER
72,අවහිරයන්,OTHER
72,කළ,OTHER
72,බවට,OTHER
72,වසන්ත,OTHER
72,මුදලිගේට,OTHER
72,චෝදනා,OTHER
72,එල්ල,OTHER
72,වී,OTHER
72,තිබේ.,OTHER
73,පොලිස්,OTHER
73,මාර්ග,OTHER
73,බාධක,OTHER
73,කඩා,OTHER
73,බිඳ,OTHER
73,දමා,OTHER
73,ඊට,OTHER
73,දැඩි,OTHER
73,අලාභ,OTHER
73,හානි,OTHER
73,කර,OTHER
73,ඇති,OTHER
73,බව,OTHER
73,පොලීසිය,OTHER
73,අධිකරණය,OTHER
73,හමුවේ,OTHER
73,කරුණු,OTHER
73,දක්වන,OTHER
73,ලදි.,OTHER
74,ඒ,OTHER
74,අනුව,OTHER
74,ඔහුට,OTHER
74,ඇප,OTHER
74,ලබා,OTHER
74,දෙන,OTHER
74,ලෙස,OTHER
74,කළ,OTHER
74,ඉල්ලීම,OTHER
74,කොටුව,OTHER
74,මහේස්ත්‍රාත්,OTHER
74,අධිකරණය,OTHER
74,විසින්,OTHER
74,ප්‍රතික්ෂේප,OTHER
74,කරනු,OTHER
74,ලැබීය.,OTHER
75,මේ,OTHER
75,අතර,OTHER
75,පුජ්‍ය,OTHER
75,රත්කරව්වේ,OTHER
75,ජිනරතන,OTHER
75,හිමි,OTHER
75,සහ,OTHER
75,පුජ්‍ය,OTHER
75,ටැම්පිටියේ,OTHER
75,සුගතානන්ද,OTHER
75,හිමි,OTHER
75,වහාම,OTHER
75,අත්අඩංගුවට,OTHER
75,ගෙන,OTHER
75,අධිකරණයට,OTHER
75,ඉදිරිපත්,OTHER
75,කරන,OTHER
75,ලෙස,OTHER
75,ද,OTHER
75,කොටුව,OTHER
75,මහේස්ත්‍රාත්වරයා,OTHER
75,අද,OTHER
75,වරෙන්තු,OTHER
75,නිකුත්,OTHER
75,කළේය.,OTHER
76,"ඒ,",OTHER
76,නඩුවකට,OTHER
76,අදාළව,OTHER
76,අද,OTHER
76,දින,OTHER
76,අධිකරණය,ORGANIZATION
76,හමුවේ,OTHER
76,පෙනී,OTHER
76,නොසිටීම,OTHER
76,හේතුවෙනි.,OTHER
77,පසුගිය,OTHER
77,වසරේ,OTHER
77,ජුනි,OTHER
77,මාසයේ,OTHER
77,කොළඹ,OTHER
77,කොටුවේ,LOCATION
77,පැවති,OTHER
77,උද්ඝෝෂණයකදී,OTHER
77,කළහකාරී,OTHER
77,ලෙස,OTHER
77,හැසිරීම,OTHER
77,ඇතුලු,OTHER
77,චෝදනා,OTHER
77,මත,OTHER
77,එම,OTHER
77,නඩුව,OTHER
77,පවරා,OTHER
77,තිබේ.,OTHER
78,“රටේ,OTHER
78,මිනිස්සුගේ,OTHER
78,ප්‍රශ්න,OTHER
78,කතා,OTHER
78,කරන,OTHER
78,එකට,OTHER
78,කියන්නේ,OTHER
78,ත්‍රස්තවාදය,OTHER
78,නම්,OTHER
78,අපි,OTHER
78,ලෑස්තියි,OTHER
78,තව,OTHER
78,හිරේ,OTHER
78,ඉන්න”,OTHER
79,“රටේ,OTHER
79,මිනිස්සුගේ,OTHER
79,ප්‍රශ්න,OTHER
79,කතා,OTHER
79,කරන,OTHER
79,එකට,OTHER
79,කියන්නේ,OTHER
79,ත්‍රස්තවාදය,OTHER
79,නම්,OTHER
79,අපි,OTHER
79,ලෑස්තියි,OTHER
79,තව,OTHER
79,හිරේ,OTHER
79,ඉන්න”,OTHER
79,යැයි,OTHER
79,අන්තර්,OTHER
79,විශ්වවිද්‍යාලයීය,OTHER
79,ශිෂ්‍ය,OTHER
79,බල,OTHER
79,මණ්ඩලයේ,OTHER
79,කැඳවුම්කාර,OTHER
79,වසන්ත,OTHER
79,මුදලිගේ,OTHER
79,දෙසැම්බර්,OTHER
79,12,OTHER
79,වැනිදා,OTHER
79,ප්‍රකාශ,OTHER
79,කළේය.,OTHER
80,"ඒ,",OTHER
80,ඔහු,OTHER
80,යළි,OTHER
80,රක්ෂිත,OTHER
80,බන්ධනාගාර,OTHER
80,ගත,OTHER
80,කිරීමෙන්,OTHER
80,අනතුරුව,OTHER
80,බන්ධනාගාර,OTHER
80,බස්,OTHER
80,රථයට,OTHER
80,නංවාගෙන,OTHER
80,රැගෙන,OTHER
80,යාමට,OTHER
80,පෙර,OTHER
80,මාධ්‍ය,OTHER
80,වෙත,OTHER
80,අදහස්,OTHER
80,දක්වමිනි.,OTHER
81,ඔහු,OTHER
81,කියා,OTHER
81,සිටියේ,OTHER
81,“තක්කඩි,OTHER
81,ආණ්ඩුව,OTHER
81,ඉස්සරහා,OTHER
81,දණ,OTHER
81,ගහන්නේ,OTHER
81,නැහැ.රටේ,OTHER
81,මිනිස්සුගේ,OTHER
81,ප්‍රශ්න,OTHER
81,කථා,OTHER
81,කරන,OTHER
81,එකට,OTHER
81,කියන්නේ,OTHER
81,ත්‍රස්තවාදය,OTHER
81,නම්,OTHER
81,අපි,OTHER
81,ලෑස්තියි,OTHER
81,තව,OTHER
81,හිරේ,OTHER
81,ඉන්න.,OTHER
81,තක්කඩි,OTHER
81,ආණ්ඩු,OTHER
81,ඉස්සරහා,OTHER
81,අපි,OTHER
81,දණ,OTHER
81,ගහන්නේ,OTHER
81,නැහැ.”,OTHER
81,ඔහු,OTHER
81,අවධාරණය,OTHER
81,කළේය.,OTHER
82,නීතිපතිවරයාගේ,OTHER
82,උපදෙස්,OTHER
82,ලැඛෙන,OTHER
82,"තුරු,",OTHER
82,අන්තර්,OTHER
82,විශ්වවිද්‍යාල,OTHER
82,ශිෂ්‍ය,OTHER
82,බලමණ්ඩලයේ,OTHER
82,කැඳවුම්කාර,OTHER
82,වසන්ත,OTHER
82,මුදලිගේ,OTHER
82,දෙසැම්බර්,OTHER
82,13,OTHER
82,දිනය,OTHER
82,දක්වා,OTHER
82,තවදුරටත්,OTHER
82,රක්ෂිත,OTHER
82,බන්ධනාගාරගත,OTHER
82,කිරීමට,OTHER
82,අධිකරණය,ORGANIZATION
82,නියෝග,OTHER
82,කළේය.,OTHER
83,"ඒ,",OTHER
83,කොළඹ,LOCATION
83,අතිරේක,OTHER
83,මහෙස්ත්‍රාත්වරිය,OTHER
83,හමුවට,OTHER
83,ඉදිරිපත්,OTHER
83,කිරීමෙන්,OTHER
83,අනතුරුවය.,OTHER
84,නීතිපතිවරයා,OTHER
84,පෙර,OTHER
84,නඩු,OTHER
84,දිනයේ,OTHER
84,කළ,OTHER
84,ඉල්ලීමකට,OTHER
84,අනුව,OTHER
84,නඩුව,OTHER
84,කැඳවූ,OTHER
84,අතර,OTHER
84,බන්ධනාගාර,OTHER
84,නිලධාරීන්,OTHER
84,විසින්,OTHER
84,වසන්ත,OTHER
84,මුදලිගේ,OTHER
84,අධිකරණය,ORGANIZATION
84,හමුවට,OTHER
84,ඉදිරිපත්,OTHER
84,කරනු,OTHER
84,ලැබීය.,OTHER
85,ඔහු,OTHER
85,ත්‍රස්තවාදය,OTHER
85,වැළැක්වීමේ,OTHER
85,පනත,OTHER
